emp_no,first_name,last_name,title,from_date,salary
289173,Doowon,Valtorta,Staff,12/8/1986,40000
289182,Gio,Nicolson,Senior Staff,7/31/2002,40000
289182,Gio,Nicolson,Staff,7/31/1993,40000
289189,Xiaocheng,Gide,Senior Staff,4/13/1996,40000
289189,Xiaocheng,Gide,Staff,4/14/1987,40000
289220,Mang,Ranon,Engineer,7/31/1999,40000
289232,Miyeon,Simmen,Senior Staff,2/4/2002,63640
289232,Miyeon,Simmen,Staff,2/4/1993,63640
289278,Nechama,Luit,Senior Engineer,5/29/1998,41925
289279,Ziva,Pelz,Staff,10/22/1999,40000
289281,Basant,Mondadori,Engineer,4/3/1986,49268
289281,Basant,Mondadori,Senior Engineer,4/2/1992,49268
289285,Mohua,Miake,Technique Leader,1/28/1986,40000
289286,Qunsheng,Heuser,Senior Staff,7/15/1988,58168
289295,Shuzo,Barriga,Senior Staff,1/24/1991,40000
289302,Mani,Lampe,Senior Staff,6/25/1994,60515
289302,Mani,Lampe,Staff,6/25/1988,60515
289328,Arch,Hertweck,Engineer,6/28/1988,40000
289328,Arch,Hertweck,Senior Engineer,6/28/1993,40000
289332,Youjian,Esteva,Engineer,9/6/1995,63300
289348,Indrajit,Jervis,Senior Staff,8/19/1995,45670
289348,Indrajit,Jervis,Staff,8/18/1988,45670
289350,Xudong,Kabayashi,Senior Staff,4/4/1992,60111
289350,Xudong,Kabayashi,Staff,4/4/1985,60111
289351,Pragnesh,Plump,Engineer,3/6/1990,40000
289351,Pragnesh,Plump,Senior Engineer,3/5/1996,40000
289353,Nikolaos,Winter,Senior Staff,9/18/1987,79157
289356,Yuqun,Kobuchi,Senior Staff,10/23/1994,86567
289356,Yuqun,Kobuchi,Staff,10/23/1985,86567
289357,Anoosh,Marletta,Senior Staff,12/18/1991,57385
289357,Anoosh,Marletta,Staff,12/18/1986,57385
289366,Owen,Binding,Engineer,11/28/1988,42568
289366,Owen,Binding,Senior Engineer,11/28/1994,42568
289368,Yaghout,Zuberek,Engineer,6/21/1985,64304
289368,Yaghout,Zuberek,Senior Engineer,6/21/1990,64304
289388,Mrinalini,Pusterhofer,Technique Leader,11/20/1997,40000
289393,Koichi,Schonegge,Engineer,1/29/1987,42508
289393,Koichi,Schonegge,Senior Engineer,1/29/1995,42508
289419,Kenroku,Ozeri,Senior Staff,2/28/2001,80321
289419,Kenroku,Ozeri,Staff,3/1/1995,80321
289433,Demos,Maquelin,Senior Staff,1/29/1992,60477
289433,Demos,Maquelin,Staff,1/29/1987,60477
289436,Hidekazu,Anguita,Engineer,2/25/1986,46375
289436,Hidekazu,Anguita,Senior Engineer,2/25/1991,46375
289456,Kazuhisa,Neiman,Engineer,12/13/1996,53456
289461,Sergi,Anandan,Engineer,3/9/1997,40000
289462,Takahira,Hegner,Technique Leader,11/7/1998,49974
289463,IEEE,Herbst,Senior Staff,10/27/1985,60528
289477,Dung,Docker,Engineer,1/23/1995,40000
289489,Maria,Morton,Engineer,2/24/1987,43582
289489,Maria,Morton,Senior Engineer,2/24/1996,43582
289509,Deborah,Tanemo,Senior Staff,5/8/1985,40000
289531,Vojin,Kitsuregawa,Senior Staff,8/31/1994,40000
289531,Vojin,Kitsuregawa,Staff,8/31/1989,40000
289543,Shmuel,Kirkerud,Engineer,9/13/1986,43332
289543,Shmuel,Kirkerud,Senior Engineer,9/12/1992,43332
289546,Kensei,Hasham,Assistant Engineer,3/23/1987,40000
289546,Kensei,Hasham,Engineer,3/22/1992,40000
289546,Kensei,Hasham,Senior Engineer,3/22/1997,40000
289554,Teruyuki,Piazza,Senior Staff,4/19/1992,40000
289554,Teruyuki,Piazza,Staff,4/19/1985,40000
289562,Chuanyi,Warwick,Engineer,3/8/1987,48830
289562,Chuanyi,Warwick,Senior Engineer,3/7/1992,48830
289583,King,Rijsenbrij,Technique Leader,3/15/1985,47979
289585,Guther,Pappas,Engineer,1/25/1986,52097
289585,Guther,Pappas,Senior Engineer,1/25/1995,52097
289606,Paraskevi,Jumpertz,Technique Leader,6/15/1987,55305
289613,Khalil,Narahara,Senior Engineer,4/14/1985,40000
289616,Mark,Fasbender,Engineer,7/3/1987,45720
289616,Mark,Fasbender,Senior Engineer,7/2/1993,45720
289619,Jiafu,Mundy,Senior Staff,5/28/1995,56561
289619,Jiafu,Mundy,Staff,5/28/1986,56561
289626,Kyoichi,Pardalos,Senior Staff,12/31/1994,50421
289626,Kyoichi,Pardalos,Staff,12/31/1987,50421
289646,Gad,Bazelow,Engineer,2/1/1987,40000
289646,Gad,Bazelow,Senior Engineer,2/1/1995,40000
289650,Teunis,Felder,Senior Staff,1/3/1992,40000
289650,Teunis,Felder,Staff,1/3/1986,40000
289657,Dines,Kabayashi,Engineer,1/30/1986,40000
289657,Dines,Kabayashi,Senior Engineer,1/30/1993,40000
289669,Larisa,Litzler,Senior Staff,9/19/1996,58903
289669,Larisa,Litzler,Staff,9/19/1988,58903
289674,Berto,Ranta,Technique Leader,3/21/1988,40000
289686,Ortrun,Rajala,Senior Staff,6/21/1997,52696
289686,Ortrun,Rajala,Staff,6/21/1990,52696
289712,Karsten,Brookner,Senior Staff,10/11/2001,56948
289712,Karsten,Brookner,Staff,10/11/1992,56948
289727,Cheong,Seuren,Engineer,10/17/1987,40000
289727,Cheong,Seuren,Senior Engineer,10/16/1993,40000
289732,Jayson,Hammerschmidt,Engineer,1/15/1995,41702
289732,Jayson,Hammerschmidt,Senior Engineer,1/15/2002,41702
289736,Duri,Ghelli,Engineer,5/4/1993,46958
289736,Duri,Ghelli,Senior Engineer,5/4/2001,46958
289744,Aruna,Ramsak,Senior Staff,12/28/1993,52942
289744,Aruna,Ramsak,Staff,12/29/1987,52942
289750,Guenter,Collette,Senior Staff,7/15/2000,40000
289750,Guenter,Collette,Staff,7/16/1994,40000
289756,Huei,Hegner,Engineer,4/23/1998,55071
289759,Gladys,Detkin,Engineer,8/14/1989,42043
289759,Gladys,Detkin,Senior Engineer,8/14/1997,42043
289765,Kensei,Anandan,Engineer,4/10/1991,67710
289765,Kensei,Anandan,Senior Engineer,4/9/1997,67710
289777,Margo,Lorys,Engineer,6/22/1985,41656
289777,Margo,Lorys,Senior Engineer,6/22/1993,41656
289782,Kazuyasu,Redmiles,Engineer,8/24/1985,45387
289782,Kazuyasu,Redmiles,Senior Engineer,8/24/1992,45387
289796,Arto,Piazza,Staff,9/19/1999,72567
289804,Khalid,Yetim,Senior Engineer,12/6/1986,40000
289817,Karoline,Strandh,Engineer,9/22/1990,62945
289817,Karoline,Strandh,Senior Engineer,9/22/1999,62945
289847,Leen,Wissmann,Senior Staff,9/17/1995,40000
289847,Leen,Wissmann,Staff,9/16/1988,40000
289850,Boutros,Stasinski,Senior Staff,5/19/1999,41741
289850,Boutros,Stasinski,Staff,5/19/1993,41741
289851,Georgi,Swab,Senior Staff,3/25/1989,54533
289862,Marin,Deverell,Senior Staff,7/21/1998,62028
289878,Adam,Beznosov,Engineer,10/2/1985,51966
289878,Adam,Beznosov,Senior Engineer,10/2/1994,51966
289896,Elrique,Lanphier,Senior Staff,3/3/1988,40000
289904,Tetsurou,Bahr,Staff,9/11/1993,52209
289950,Sudharsan,Koshino,Senior Staff,6/8/1995,44981
289950,Sudharsan,Koshino,Staff,6/8/1990,44981
289961,Kitty,Ponthieu,Engineer,7/2/1997,66418
289961,Kitty,Ponthieu,Senior Engineer,7/2/2002,66418
289970,Hyuckchul,Carrere,Technique Leader,12/26/1988,52910
289981,Luisa,Swick,Senior Staff,8/11/1996,40000
289981,Luisa,Swick,Staff,8/12/1987,40000
289982,Gil,Erol,Senior Staff,4/20/1996,68211
289982,Gil,Erol,Staff,4/21/1987,68211
289989,Xuejia,Strehl,Senior Staff,3/17/2001,51238
289989,Xuejia,Strehl,Staff,3/17/1992,51238
289996,Jeanne,Velardi,Senior Staff,7/16/1998,51568
289996,Jeanne,Velardi,Staff,7/16/1989,51568
290000,Danae,Kading,Senior Staff,11/16/1992,93002
290000,Danae,Kading,Staff,11/17/1986,93002
290001,Tua,Maierhofer,Senior Staff,10/20/1993,43735
290001,Tua,Maierhofer,Staff,10/21/1987,43735
290024,Mario,Kropatsch,Senior Staff,2/26/1993,52601
290024,Mario,Kropatsch,Staff,2/27/1987,52601
290035,Zine,Lieberherr,Senior Staff,1/24/1994,79421
290035,Zine,Lieberherr,Staff,1/24/1987,79421
290053,Xuedong,Cronin,Engineer,4/27/1987,48251
290053,Xuedong,Cronin,Senior Engineer,4/26/1993,48251
290062,Godehard,Morrow,Senior Staff,5/21/2002,66211
290062,Godehard,Morrow,Staff,5/21/1995,66211
290069,Guenter,Yoshimura,Engineer,3/11/1999,49716
290083,Giap,Veevers,Engineer,9/7/1997,48147
290108,Tomokazu,Jonsson,Engineer,12/15/1999,53918
290121,Ingemar,Lieblein,Senior Staff,7/17/1998,40000
290121,Ingemar,Lieblein,Staff,7/17/1990,40000
290148,Gunilla,Brendel,Senior Staff,1/9/1991,81017
290148,Gunilla,Brendel,Staff,1/9/1986,81017
290158,Irena,Dredge,Assistant Engineer,2/17/1985,47017
290158,Irena,Dredge,Engineer,2/17/1990,47017
290158,Irena,Dredge,Senior Engineer,2/17/1995,47017
290187,Ronghao,Speek,Senior Staff,9/2/1997,48642
290187,Ronghao,Speek,Staff,9/2/1988,48642
290209,Valeri,Sridhar,Staff,7/26/1998,81129
290215,Gererd,Vieri,Senior Staff,4/29/1996,40000
290215,Gererd,Vieri,Staff,4/29/1988,40000
290226,Satosi,Montemayor,Senior Staff,6/13/1997,40000
290226,Satosi,Montemayor,Staff,6/13/1988,40000
290232,Nobuyoshi,Malabarba,Senior Engineer,9/22/1993,40000
290251,Aemilian,Hoppenstand,Assistant Engineer,11/14/1989,40000
290251,Aemilian,Hoppenstand,Engineer,11/14/1994,40000
290251,Aemilian,Hoppenstand,Senior Engineer,11/14/1999,40000
290274,Nahid,Cooley,Senior Staff,8/23/1999,49365
290274,Nahid,Cooley,Staff,8/23/1990,49365
290287,Teiji,DuCasse,Senior Staff,7/14/1997,40000
290287,Teiji,DuCasse,Staff,7/15/1991,40000
290298,Ziyad,Kuszyk,Engineer,9/9/1990,40000
290298,Ziyad,Kuszyk,Senior Engineer,9/9/1997,40000
290311,Serif,Godskesen,Senior Staff,3/7/1985,47934
290329,Branimir,Luks,Senior Staff,5/31/1998,107036
290329,Branimir,Luks,Staff,5/31/1992,107036
290337,Jaroslava,Soicher,Senior Staff,11/27/1995,55913
290337,Jaroslava,Soicher,Staff,11/26/1988,55913
290348,Becky,Jakobus,Staff,8/9/1999,40000
290354,Sumali,Ramsay,Engineer,4/14/1987,40000
290354,Sumali,Ramsay,Senior Engineer,4/14/1994,40000
290357,Kasturi,Cunliffe,Staff,4/1/1999,77802
290360,Rosita,Auyong,Senior Staff,11/17/1996,40000
290360,Rosita,Auyong,Staff,11/18/1987,40000
290368,Yechezkel,Pashtan,Engineer,6/30/1988,67538
290368,Yechezkel,Pashtan,Senior Engineer,6/30/1993,67538
290369,Shahar,Lund,Staff,5/5/1999,40000
290390,Xiaoqiu,Gornas,Engineer,11/11/1987,40000
290390,Xiaoqiu,Gornas,Senior Engineer,11/10/1992,40000
290392,Chikako,Wilfing,Staff,2/23/1995,51755
290396,Arne,Krichel,Technique Leader,10/10/1996,40000
290418,Djenana,Uludag,Technique Leader,8/2/1985,53129
290423,Arco,Krohn,Engineer,10/11/1989,49747
290423,Arco,Krohn,Senior Engineer,10/11/1994,49747
290424,Foong,Karcich,Engineer,11/8/1987,45211
290424,Foong,Karcich,Senior Engineer,11/8/1995,45211
290428,Supot,Flowers,Senior Staff,12/28/1985,92505
290434,Mohan,Ferriere,Senior Staff,2/5/1998,60216
290434,Mohan,Ferriere,Staff,2/5/1991,60216
290436,Chenxi,Karlin,Senior Staff,8/9/1998,74258
290436,Chenxi,Karlin,Staff,8/9/1989,74258
290437,Naftali,Oaver,Engineer,3/19/1992,48462
290437,Naftali,Oaver,Senior Engineer,3/19/2000,48462
290440,Ulf,Rossi,Assistant Engineer,6/23/1987,59093
290440,Ulf,Rossi,Engineer,6/22/1996,59093
290453,Radhakrishnan,Nergos,Engineer,8/28/1995,52230
290454,Gadiel,Malinowski,Senior Staff,5/4/1994,40000
290454,Gadiel,Malinowski,Staff,5/4/1987,40000
290463,Candido,Fortenbacher,Senior Staff,1/31/1998,82281
290468,Moto,Chinal,Engineer,6/13/1988,41950
290468,Moto,Chinal,Senior Engineer,6/13/1993,41950
290474,Vasilii,Schach,Engineer,3/21/1997,51494
290475,Randi,Zaiane,Staff,3/14/1999,40000
290487,Hitofumi,Carrere,Senior Engineer,1/13/1987,63199
290503,Karsten,Setiz,Engineer,1/16/1987,46452
290503,Karsten,Setiz,Senior Engineer,1/16/1996,46452
290505,Kien,Onuegbe,Engineer,9/10/1988,56037
290505,Kien,Onuegbe,Senior Engineer,9/11/1995,56037
290510,Oksana,Barbanera,Senior Staff,10/13/1999,54292
290510,Oksana,Barbanera,Staff,10/13/1993,54292
290511,Satyanarayana,Swab,Senior Staff,7/2/1994,40000
290511,Satyanarayana,Swab,Staff,7/2/1988,40000
290514,Kien,Zedlitz,Engineer,8/12/1999,40000
290535,Rosalie,Pashtan,Engineer,8/3/1988,56017
290535,Rosalie,Pashtan,Senior Engineer,8/3/1996,56017
290536,Kiam,Janetzko,Assistant Engineer,6/27/1988,40000
290536,Kiam,Janetzko,Engineer,6/28/1995,40000
290536,Kiam,Janetzko,Senior Engineer,6/28/2002,40000
290537,Mabo,Erbe,Senior Staff,3/25/1994,77461
290537,Mabo,Erbe,Staff,3/25/1988,77461
290540,Gennadi,Lyonns,Staff,8/24/1999,48677
290544,Shahab,Pena,Senior Staff,12/29/1994,43677
290544,Shahab,Pena,Staff,12/29/1986,43677
290551,Avishai,Feldhoffer,Senior Staff,3/23/1989,40000
290558,Franziska,Linares,Staff,3/31/1997,40000
290561,Genki,Melter,Senior Staff,1/7/1993,46778
290561,Genki,Melter,Staff,1/8/1988,46778
290564,Teunis,Ghandeharizadeh,Senior Staff,3/4/1996,82673
290564,Teunis,Ghandeharizadeh,Staff,3/4/1988,82673
290567,Martina,Poujol,Senior Engineer,5/25/1986,40000
290585,Alassane,Huhdanpaa,Technique Leader,8/26/1997,78453
290589,Jouni,Chleq,Senior Staff,8/29/1994,93485
290593,Vojin,Msuda,Engineer,2/15/1986,40000
290593,Vojin,Msuda,Senior Engineer,2/15/1994,40000
290602,King,Hiltgen,Senior Engineer,8/3/1988,40614
290615,Niteen,Czaja,Senior Staff,8/26/1994,76143
290631,Yoshinari,Vieri,Senior Engineer,5/29/1986,49695
290636,Elvis,Tokunaga,Engineer,1/16/1988,73854
290636,Elvis,Tokunaga,Senior Engineer,1/16/1996,73854
290638,Erez,Honglei,Engineer,4/20/1988,40000
290638,Erez,Honglei,Senior Engineer,4/20/1994,40000
290644,Rasikan,Daescu,Engineer,8/3/1985,40000
290644,Rasikan,Daescu,Senior Engineer,8/3/1990,40000
290647,Mandell,Velardi,Engineer,4/1/1987,49369
290647,Mandell,Velardi,Senior Engineer,3/31/1993,49369
290654,Kerryn,Zirintsis,Engineer,6/6/1998,55303
290672,Randi,Bultermann,Senior Engineer,5/15/1986,40000
290680,Fei,Perelgut,Senior Staff,3/25/1995,40000
290680,Fei,Perelgut,Staff,3/25/1990,40000
290681,Baoqiu,Hainaut,Senior Staff,10/29/2000,40000
290681,Baoqiu,Hainaut,Staff,10/29/1992,40000
290685,Spyrose,Nations,Engineer,1/5/1986,48954
290685,Spyrose,Nations,Senior Engineer,1/5/1991,48954
290716,Mohd,Kakkar,Engineer,5/19/1985,45429
290716,Mohd,Kakkar,Senior Engineer,5/19/1993,45429
290720,Gunilla,Randt,Engineer,11/6/1987,40000
290720,Gunilla,Randt,Senior Engineer,11/5/1993,40000
290732,Shen,Usery,Senior Staff,1/30/2001,66889
290732,Shen,Usery,Staff,1/31/1992,66889
290738,Ioana,Beerel,Senior Staff,2/14/2002,76418
290738,Ioana,Beerel,Staff,2/14/1993,76418
290749,Ronghao,Morrey,Engineer,12/8/1988,63409
290749,Ronghao,Morrey,Senior Engineer,12/8/1993,63409
290759,Sadok,Laventhal,Senior Staff,6/6/1987,67918
290788,Weijing,Lundstrom,Senior Staff,5/15/1998,78059
290788,Weijing,Lundstrom,Staff,5/15/1991,78059
290794,Fox,Pramanik,Senior Engineer,11/29/1988,50438
290797,Feiyu,Boissier,Senior Staff,6/5/1991,48650
290797,Feiyu,Boissier,Staff,6/5/1986,48650
290800,Shmuel,Meriste,Senior Staff,12/11/1997,87760
290800,Shmuel,Meriste,Staff,12/11/1988,87760
290805,Noritoshi,Swift,Engineer,9/5/1991,40000
290805,Noritoshi,Swift,Senior Engineer,9/5/1998,40000
290816,Sachem,Cochrane,Senior Staff,1/26/1992,87911
290816,Sachem,Cochrane,Staff,1/26/1986,87911
290820,Volkmar,Poujol,Technique Leader,4/18/1993,40000
290828,Mary,Munro,Engineer,3/5/1986,40000
290828,Mary,Munro,Senior Engineer,3/5/1994,40000
290836,Manohar,Hiroyama,Assistant Engineer,12/1/1988,40000
290836,Manohar,Hiroyama,Engineer,12/1/1994,40000
290836,Manohar,Hiroyama,Senior Engineer,11/30/2000,40000
290850,Subhada,Stenning,Senior Engineer,2/23/1993,51853
290856,Cedric,Cannard,Senior Staff,9/17/1996,81198
290856,Cedric,Cannard,Staff,9/17/1988,81198
290857,Zeljko,Garigliano,Senior Staff,7/27/1995,60162
290857,Zeljko,Garigliano,Staff,7/27/1986,60162
290864,Ohad,Morrow,Technique Leader,9/6/1988,40000
290865,Pascal,Babb,Senior Staff,10/20/1989,54577
290869,Byong,Bazzichi,Engineer,11/29/1988,53770
290869,Byong,Bazzichi,Senior Engineer,11/29/1993,53770
290883,Rosalyn,Melski,Senior Staff,2/6/1995,40000
290883,Rosalyn,Melski,Staff,2/6/1986,40000
290888,Szabolcs,Sewelson,Senior Staff,3/22/1995,42460
290888,Szabolcs,Sewelson,Staff,3/22/1987,42460
290890,Margareta,Vitiello,Senior Staff,2/22/1999,81714
290890,Margareta,Vitiello,Staff,2/22/1990,81714
290891,Xiaoshan,Krupka,Senior Staff,2/12/1995,40000
290895,Serge,Badr,Engineer,8/23/1996,40000
290903,Berto,Hettesheimer,Senior Staff,1/16/1993,71557
290903,Berto,Hettesheimer,Staff,1/17/1987,71557
290910,Frazer,Pepe,Senior Staff,10/13/1992,40000
290910,Frazer,Pepe,Staff,10/14/1986,40000
290911,Dinah,Zolotykh,Engineer,9/14/1985,49768
290911,Dinah,Zolotykh,Senior Engineer,9/14/1994,49768
290941,Mart,Katalagarianos,Engineer,7/19/1986,40000
290941,Mart,Katalagarianos,Senior Engineer,7/19/1993,40000
290946,Abdelghani,Reutenauer,Senior Staff,11/30/1998,72590
290946,Abdelghani,Reutenauer,Staff,11/30/1990,72590
290981,Mona,Nooteboom,Engineer,5/2/1988,40000
290981,Mona,Nooteboom,Senior Engineer,5/2/1993,40000
290985,Geraldo,Takanami,Senior Staff,4/8/1994,45260
290985,Geraldo,Takanami,Staff,4/8/1987,45260
290989,Mori,Lamma,Engineer,3/20/1997,49078
290990,Guiseppe,Bennet,Senior Engineer,11/25/1986,54912
290995,Siddarth,Bugrara,Technique Leader,11/15/1996,57732
291008,Takushi,Shimshoni,Engineer,11/14/1986,50982
291008,Takushi,Shimshoni,Senior Engineer,11/14/1991,50982
291010,Danae,Acton,Senior Staff,2/6/1995,40000
291010,Danae,Acton,Staff,2/6/1988,40000
291011,Aron,Huxford,Engineer,1/11/1989,60610
291011,Aron,Huxford,Senior Engineer,1/11/1995,60610
291030,Licheng,Guenter,Senior Engineer,6/13/1985,40000
291050,Changho,Busillo,Engineer,10/7/1986,61362
291050,Changho,Busillo,Senior Engineer,10/7/1991,61362
291052,Mark,Gargeya,Senior Engineer,4/27/1988,40000
291059,Sanjai,Bultermann,Senior Engineer,3/9/1986,41931
291064,Claudi,Bernini,Assistant Engineer,3/31/1991,46142
291064,Claudi,Bernini,Engineer,3/31/1998,46142
291067,Margareta,Sanella,Engineer,3/2/1986,40000
291067,Margareta,Sanella,Senior Engineer,3/1/1992,40000
291068,Conor,Zaccaria,Senior Staff,12/26/2000,66344
291068,Conor,Zaccaria,Staff,12/26/1993,66344
291070,Danil,Verhoeff,Assistant Engineer,9/3/1987,70529
291070,Danil,Verhoeff,Engineer,9/3/1995,70529
291071,Emran,Vendrig,Engineer,5/3/1985,40000
291071,Emran,Vendrig,Senior Engineer,5/3/1992,40000
291084,Mokhtar,Reinhart,Engineer,7/5/1985,40000
291084,Mokhtar,Reinhart,Senior Engineer,7/5/1992,40000
291098,Moss,Maksimenko,Senior Engineer,12/15/1990,40000
291106,Masako,Gilg,Senior Staff,7/6/1996,55964
291106,Masako,Gilg,Staff,7/7/1987,55964
291116,Berni,Pocchiola,Senior Staff,9/27/1992,47549
291116,Berni,Pocchiola,Staff,9/27/1985,47549
291119,Bernice,Huxford,Senior Staff,9/27/1992,69286
291119,Bernice,Huxford,Staff,9/28/1986,69286
291123,Hyuckchul,Remmele,Staff,5/4/1998,79579
291156,Aron,Rikino,Staff,8/31/1999,81337
291164,Kasidit,Wegerle,Engineer,12/24/1995,40000
291168,Duangkaew,Kalorkoti,Senior Staff,7/5/2000,40000
291168,Duangkaew,Kalorkoti,Staff,7/6/1995,40000
291175,Susanne,Billawala,Senior Staff,6/15/1995,77592
291196,Nectarios,Waleschkowski,Engineer,12/6/1992,61687
291196,Nectarios,Waleschkowski,Senior Engineer,12/6/2001,61687
291216,Satoru,Einsfeld,Senior Engineer,4/24/1985,48123
291217,Zhilian,Fortenbacher,Senior Staff,9/20/1994,62251
291217,Zhilian,Fortenbacher,Staff,9/20/1986,62251
291222,Stafford,Mellouli,Engineer,1/28/1998,49334
291243,Keiichiro,Pepe,Senior Staff,3/4/1993,40000
291243,Keiichiro,Pepe,Staff,3/4/1986,40000
291245,Shahab,Lueh,Senior Staff,3/10/1994,90800
291245,Shahab,Lueh,Staff,3/10/1987,90800
291250,Samphel,Kalafatis,Senior Staff,12/22/1993,40000
291250,Samphel,Kalafatis,Staff,12/22/1985,40000
291269,Marie,Thibadeau,Staff,3/1/1996,51163
291270,Lorien,Riefers,Senior Staff,3/30/1997,40000
291286,Kyoichi,Speek,Engineer,3/16/1986,51808
291286,Kyoichi,Speek,Senior Engineer,3/16/1993,51808
291294,Yoshimitsu,Luby,Staff,10/3/1998,65096
291301,Miquel,Sidje,Technique Leader,7/3/1987,40000
291312,Oscar,Rosen,Engineer,6/7/1986,40000
291312,Oscar,Rosen,Senior Engineer,6/7/1993,40000
291318,Vitali,Kilgour,Senior Staff,2/28/1997,48491
291318,Vitali,Kilgour,Staff,2/29/1988,48491
291323,Ghassan,Maksimenko,Senior Staff,2/23/1994,74569
291324,Steen,Schwartzburd,Assistant Engineer,3/23/1987,40000
291324,Steen,Schwartzburd,Engineer,3/23/1994,40000
291324,Steen,Schwartzburd,Senior Engineer,3/23/2001,40000
291325,Arno,Speckmann,Senior Staff,10/15/1991,63691
291325,Arno,Speckmann,Staff,10/15/1986,63691
291330,Mona,Ligten,Staff,7/13/1996,56724
291332,Jixiang,Bugrara,Assistant Engineer,3/7/1988,40000
291332,Jixiang,Bugrara,Engineer,3/7/1994,40000
291332,Jixiang,Bugrara,Senior Engineer,3/6/2000,40000
291333,Moie,Zumaque,Senior Staff,11/21/1992,75328
291333,Moie,Zumaque,Staff,11/22/1987,75328
291340,Nahum,Litzler,Senior Engineer,11/28/1994,67720
291353,Alselm,Farrag,Senior Staff,1/12/1993,81358
291353,Alselm,Farrag,Staff,1/13/1988,81358
291359,Sreekrishna,Swiler,Staff,9/19/1997,76015
291361,Radhia,Bashian,Senior Staff,4/17/1997,50029
291361,Radhia,Bashian,Staff,4/17/1990,50029
291376,Fai,Jahnichen,Engineer,6/3/1986,40000
291376,Fai,Jahnichen,Senior Engineer,6/3/1995,40000
291380,Mohammed,Miara,Staff,4/17/1999,96182
291385,Khun,Anandan,Staff,6/1/1998,84404
291421,Eirik,Carrere,Senior Staff,7/13/1997,77974
291421,Eirik,Carrere,Staff,7/13/1988,77974
291426,Geraldo,Cooman,Senior Staff,8/15/1994,40000
291426,Geraldo,Cooman,Staff,8/15/1986,40000
291438,Lihong,Zwicker,Senior Engineer,2/16/1995,41552
291464,Yifei,Openshaw,Engineer,10/25/1988,49323
291464,Yifei,Openshaw,Senior Engineer,10/25/1994,49323
291480,Kish,Fabrizio,Senior Staff,5/1/1995,94536
291480,Kish,Fabrizio,Staff,5/1/1989,94536
291481,Dharmaraja,Cools,Technique Leader,4/25/1995,40000
291517,Limsoon,Zeidenstein,Senior Staff,10/18/1996,40000
291517,Limsoon,Zeidenstein,Staff,10/19/1990,40000
291534,Akhilish,Paciorek,Senior Staff,8/25/1995,70586
291534,Akhilish,Paciorek,Staff,8/25/1986,70586
291536,Chenyi,Binding,Senior Staff,7/14/1985,45499
291537,Kitty,Ramsey,Senior Staff,10/15/1992,57565
291580,Nidapan,Gniady,Senior Engineer,7/24/1986,40000
291597,Kwangjo,Chinin,Engineer,11/5/1986,40000
291597,Kwangjo,Chinin,Senior Engineer,11/5/1993,40000
291607,Boguslaw,Swift,Senior Staff,10/23/1998,43322
291607,Boguslaw,Swift,Staff,10/23/1990,43322
291637,Alejandro,Tsukuda,Engineer,10/13/1987,40000
291637,Alejandro,Tsukuda,Senior Engineer,10/12/1992,40000
291649,Arnould,Kruskal,Senior Staff,3/7/1993,83556
291649,Arnould,Kruskal,Staff,3/7/1985,83556
291653,Rafael,Strehl,Senior Staff,12/19/1986,74431
291655,Krassimir,Gulla,Technique Leader,7/26/1988,62873
291659,Ute,Velasco,Engineer,12/18/1988,51935
291659,Ute,Velasco,Senior Engineer,12/18/1997,51935
291663,Mansur,Lortz,Senior Engineer,6/4/1986,57827
291665,Rosella,Siepmann,Engineer,6/6/1987,48718
291665,Rosella,Siepmann,Senior Engineer,6/5/1993,48718
291670,Elvia,Hopewell,Engineer,1/20/1987,48904
291670,Elvia,Hopewell,Senior Engineer,1/19/1993,48904
291675,Dipayan,Stenning,Technique Leader,7/3/1985,40000
291676,Alain,Constantine,Engineer,4/4/1994,48474
291683,Denny,Masand,Senior Staff,11/4/1994,59948
291683,Denny,Masand,Staff,11/4/1987,59948
291713,Yishai,Wynblatt,Senior Staff,4/8/1994,43746
291713,Yishai,Wynblatt,Staff,4/8/1985,43746
291715,Weiyi,Strehl,Engineer,8/5/1989,58583
291715,Weiyi,Strehl,Senior Engineer,8/5/1996,58583
291719,Volkmar,Schade,Engineer,2/18/1995,45088
291719,Volkmar,Schade,Senior Engineer,2/18/2002,45088
291733,Huei,Baby,Senior Staff,4/3/1997,40000
291733,Huei,Baby,Staff,4/3/1988,40000
291734,Serge,Heinisuo,Senior Staff,10/11/2001,46929
291734,Serge,Heinisuo,Staff,10/12/1995,46929
291740,Tua,Bratten,Engineer,6/1/1986,46781
291740,Tua,Bratten,Senior Engineer,5/31/1992,46781
291756,Randi,Braunmuhl,Assistant Engineer,3/13/1992,40000
291756,Randi,Braunmuhl,Engineer,3/13/1997,40000
291756,Randi,Braunmuhl,Senior Engineer,3/13/2002,40000
291762,Adel,Paludetto,Senior Engineer,11/30/1985,40000
291765,Jeane,Beutelspacher,Senior Staff,1/27/1995,40000
291765,Jeane,Beutelspacher,Staff,1/27/1988,40000
291788,Makato,Poupard,Senior Staff,11/28/1991,78336
291788,Makato,Poupard,Staff,11/28/1986,78336
291790,Lene,Sridhar,Senior Staff,1/4/1998,40000
291790,Lene,Sridhar,Staff,1/4/1991,40000
291793,Kerhong,Eickenmeyer,Technique Leader,8/11/1986,43258
291809,Kayoko,Birge,Senior Staff,6/29/1995,67179
291809,Kayoko,Birge,Staff,6/28/1988,67179
