emp_no,first_name,last_name,title,from_date
225242,Ute,Weiland,Technique Leader,8/12/1989
225253,Uinam,Swiss,Senior Engineer,7/28/1992
225254,Sanjoy,Tzvieli,Senior Staff,2/9/1985
225255,Dharmaraja,Shumilov,Senior Staff,2/10/1986
225277,Hercules,Harbusch,Assistant Engineer,5/12/1998
225280,Perry,Miara,Senior Staff,2/27/1991
225287,Ronnie,Decleir,Staff,11/26/1997
225290,Hidekazu,Vecchi,Senior Engineer,9/8/1991
225301,Huican,Collavizza,Senior Staff,11/17/1994
225306,Wonhee,Pagter,Senior Staff,7/2/1991
225307,Shiv,Angel,Senior Staff,11/19/1994
225313,Luisa,Eiron,Senior Engineer,12/8/1992
225315,Piyawadee,Choobineh,Engineer,3/25/2001
225323,Morrie,Sidhu,Senior Staff,2/24/1985
225324,Quingbo,Oppitz,Senior Staff,8/18/1997
225327,Vishwani,Kalloufi,Senior Staff,10/4/1987
225349,Panayotis,Mahmud,Senior Engineer,8/27/1995
225357,Perry,Papastamatiou,Senior Engineer,1/9/1996
225363,Adamantios,Cullers,Senior Staff,1/5/1986
225364,Souichi,Merle,Technique Leader,6/1/1986
225373,Danel,Rodite,Senior Engineer,3/6/1998
225426,Zhenbing,Ibel,Senior Staff,10/15/1991
225439,Gian,Koblick,Technique Leader,1/8/1999
225444,Masanao,Vural,Technique Leader,8/6/1995
225446,Masako,Poupard,Senior Staff,5/15/1997
225450,Jiann,Famili,Senior Engineer,7/27/1990
225453,Huan,Rothenberg,Engineer,1/20/2000
225455,Eldridge,Papadias,Technique Leader,11/3/1992
225463,Temple,Masada,Staff,8/11/1998
225464,Tetsurou,Vieth,Engineer,4/27/2001
225468,Vasilii,Munawer,Senior Staff,3/4/1987
225480,Sorina,Gimarc,Senior Staff,2/24/1999
225492,Guangming,Deville,Senior Staff,11/2/1995
225503,Kayoko,Kropf,Senior Engineer,7/11/1995
225509,Rajmohan,Leaver,Senior Engineer,8/26/2000
225515,Jenwei,Herber,Senior Staff,12/11/1997
225518,Owen,Zyda,Senior Staff,9/3/1995
225533,Feiyu,Oehlmann,Senior Staff,2/8/1990
225541,Baruch,Brodal,Senior Engineer,6/10/1994
225546,Marl,Albarhamtoshy,Senior Engineer,9/3/1991
225552,Sariel,Lalonde,Senior Engineer,4/23/1993
225587,Chenyi,Orlowska,Senior Staff,12/25/1997
225594,Mariusz,Emmerich,Senior Staff,9/3/1996
225595,Marla,Rosti,Staff,3/28/1997
225606,Jixiang,Rosen,Staff,6/3/1998
225610,Vishv,Morris,Technique Leader,3/21/1988
225613,Alenka,Markovitch,Senior Engineer,12/28/1992
225615,Zhonghui,Clouatre,Staff,12/21/1997
225617,Tommaso,Pettit,Senior Staff,1/7/1992
225618,Shuho,Duclos,Senior Staff,3/8/1987
225621,Erez,Hempstead,Senior Engineer,10/2/1994
225623,Arunas,Taubenfeld,Staff,9/21/1999
225628,Tze,Pokrovskii,Technique Leader,10/6/1988
225630,Jiann,Levasseur,Senior Staff,3/30/1992
225650,Magy,McClure,Senior Staff,11/6/1993
225652,Along,Seiwald,Senior Engineer,8/22/1993
225654,Rosita,Riexinger,Engineer,5/1/1997
225655,Geoff,Pelz,Senior Staff,10/22/1994
225658,Danai,Kakkar,Senior Staff,2/12/1988
225661,Hairong,Baer,Senior Staff,6/21/1991
225681,Xinglin,Guerreiro,Senior Staff,11/10/1991
225699,Jaewoo,Menhoudj,Senior Staff,10/27/1996
225709,Eirik,Validov,Senior Staff,11/29/1998
225711,Vasiliy,Steinauer,Engineer,11/19/1995
225713,Jinxi,Maierhofer,Senior Engineer,2/25/1994
225714,Gadiel,Dayang,Senior Engineer,1/29/1996
225719,Kolar,Himler,Senior Engineer,8/17/1998
225747,Tadahiko,Tiemann,Senior Engineer,1/16/1986
225760,Subhrajyoti,Adachi,Staff,9/9/1998
225766,Lalit,Peyn,Senior Staff,10/4/1999
225770,Visit,Khasidashvili,Engineer,3/29/1994
225779,Suzette,Huhdanpaa,Senior Staff,6/30/1988
225811,Takushi,Zallocco,Senior Engineer,5/7/1999
225816,Bader,Jansen,Senior Staff,11/4/1998
225818,Tomoyuki,Shihab,Technique Leader,11/9/1997
225829,Takahito,Peak,Engineer,3/25/1997
225840,Moti,Rodier,Senior Staff,6/19/1992
225843,Remco,Codenie,Senior Engineer,12/22/1988
225871,Ronghao,Kavraki,Senior Staff,10/29/1995
225885,Mingzeng,Simmel,Staff,2/9/1997
225890,Alois,Oxenboll,Senior Staff,7/28/1992
225891,Mohd,Mondadori,Senior Engineer,7/21/1995
225899,Pradeep,Penttonen,Technique Leader,6/22/1985
225900,Tse,Roisin,Engineer,7/7/1998
225902,Ayonca,Schusler,Staff,4/13/1999
225919,Christfried,Dayang,Senior Staff,5/29/1993
225928,Kasturi,Huxford,Senior Staff,2/26/1995
225941,Alenka,Angelopoulos,Senior Staff,2/9/1993
225952,Venkatesan,Serre,Senior Staff,2/18/1996
225955,Radhia,Bernini,Senior Engineer,8/15/1994
225956,Mads,Parhami,Senior Engineer,8/25/1992
225965,Dhritiman,Alpay,Senior Engineer,6/27/1995
225968,Domenico,Brickell,Senior Engineer,2/11/1992
225979,Malu,Hoogerwoord,Senior Staff,7/11/1994
225980,Luigi,Antonakopoulos,Senior Engineer,1/6/1996
225981,Niclas,Hopewell,Senior Engineer,4/6/1993
225982,Susanta,Zaiane,Senior Engineer,11/29/1994
225992,Sverrir,Zedlitz,Senior Staff,4/29/1994
225995,Khoa,Gniady,Senior Engineer,12/10/1999
226012,Sahrah,Katalagarianos,Senior Engineer,1/24/1995
226017,Badri,Orlowski,Senior Engineer,12/20/1995
226019,Billie,Bellmore,Senior Staff,4/7/1997
226032,Sadegh,Vernadat,Senior Engineer,3/23/2001
226067,Baruch,Benner,Staff,6/29/1995
226079,Naraig,Badache,Senior Engineer,11/15/1991
226080,Fabrizio,Decleir,Senior Engineer,1/7/2002
226092,Chinho,Nyanchama,Senior Engineer,6/3/1994
226093,Werner,Iacovou,Senior Staff,6/15/1991
226095,Unal,Kalsbeek,Senior Staff,8/22/1997
226099,Malu,Chandrasekhar,Senior Staff,11/6/1995
226110,Shuji,Stasinski,Senior Staff,10/11/1991
226112,Susanna,Gomatam,Senior Staff,8/24/1993
226121,Vidar,Narahara,Senior Engineer,6/28/1988
226146,Shichao,Syrzycki,Senior Engineer,1/10/1995
226166,Selwyn,Mapelli,Staff,5/12/1997
226181,Maris,Sudbeck,Senior Engineer,11/21/1992
226191,Toong,Jakobus,Senior Staff,7/1/1996
226231,Heekeun,Raoux,Senior Engineer,9/10/1994
226263,Rajmohan,Attimonelli,Staff,8/14/1998
226269,Collette,Zhiwei,Senior Staff,3/11/1997
226270,Uwe,Honiden,Staff,5/28/1997
226275,Alain,Katiyar,Senior Engineer,7/8/2002
226281,Doowon,Kragelund,Senior Engineer,8/12/1996
226282,Emdad,Krzyzanowski,Senior Staff,11/27/1991
226299,Reuven,McDermid,Senior Engineer,2/15/1993
226302,Danae,Braunmuhl,Senior Engineer,7/19/1985
226309,Youngkon,Portugali,Senior Engineer,10/25/2001
226313,Aiichiro,Christ,Senior Staff,4/6/2001
226325,Leni,Avouris,Senior Staff,10/2/1990
226367,Ung,Munro,Senior Staff,9/4/1992
226369,Kensei,Heping,Senior Staff,8/12/1998
226382,Moss,Khasidashvili,Senior Staff,2/6/1994
226384,Hausi,Makinen,Senior Staff,7/29/1997
226385,Xiaoshan,Broomell,Senior Engineer,3/25/1987
226398,Girolamo,Copas,Senior Engineer,2/23/1998
226410,Gio,Sifakis,Senior Engineer,3/20/1998
226424,Siddarth,Constantine,Technique Leader,7/3/1993
226431,Alassane,Budinsky,Senior Engineer,3/15/1995
226435,Radhika,Llado,Senior Engineer,10/9/1996
226438,Subhada,Kambil,Senior Staff,6/30/1992
226452,Patricio,Stellhorn,Senior Engineer,12/4/2000
226453,Saniya,Leonhardt,Engineer,10/11/1998
226456,Phule,Kabayashi,Senior Engineer,5/30/1992
226466,Atilio,Baek,Senior Staff,6/28/1997
226468,Mooi,Asmuth,Senior Staff,10/16/1992
226471,JoAnna,Stroustrup,Senior Staff,8/15/1994
226480,Leszek,Kusalik,Senior Staff,3/10/1993
226497,Ravishankar,Malinowski,Technique Leader,7/12/1991
226526,Lobel,Fiutem,Senior Engineer,12/12/2000
226529,Padma,Lamparter,Senior Staff,2/2/1994
226568,Deniz,Frezza,Senior Staff,7/10/2002
226573,Nathan,Penn,Senior Engineer,9/1/2001
226574,Hatem,Coors,Senior Staff,7/10/1994
226581,Baoqiu,Nannarelli,Senior Engineer,11/30/1995
226582,Reinhard,Serre,Senior Staff,8/25/1993
226587,Serap,Mitina,Senior Staff,8/1/1999
226601,Faiza,Strehl,Senior Engineer,4/26/1994
226603,Spyrose,Pokrovskii,Senior Staff,7/22/1995
226611,Kersti,Nourani,Senior Engineer,9/29/1986
226614,Valery,Fargier,Senior Engineer,8/25/1997
226616,Zine,Unno,Senior Engineer,6/12/1995
226619,Masanao,Strandh,Senior Staff,11/12/1990
226627,Hilari,Serdy,Senior Staff,7/20/1995
226628,Nishit,Matteis,Senior Engineer,2/22/1993
226643,Hauke,Marshall,Senior Engineer,7/16/1996
226661,Kannan,Rosenbaum,Engineer,7/21/1999
226671,Mostafa,Coullard,Senior Engineer,5/29/1986
226681,Persi,Coullard,Engineer,1/10/2000
226699,Zsolt,Bolsens,Staff,1/7/1998
226708,Bikash,Zedlitz,Senior Staff,11/29/1991
226715,Paloma,Sullins,Senior Engineer,7/25/1992
226733,Taizo,Pezzoli,Senior Engineer,3/7/1992
226752,Rajmohan,Luit,Senior Engineer,6/12/1994
226765,Ayakannu,Luby,Senior Engineer,7/21/1986
226772,Heping,Koshino,Senior Staff,1/2/1996
226774,Sumali,Remmers,Senior Engineer,4/21/1995
226782,Jaber,Beerel,Senior Staff,6/20/1995
226792,Siamak,Shackel,Senior Engineer,2/8/1995
226796,Aksel,Baar,Senior Engineer,10/21/1993
226801,Xuejia,Roohalamini,Staff,4/27/1995
226808,Giordano,Marchegay,Senior Engineer,10/8/1993
226814,Zhenbing,Pollock,Senior Engineer,10/31/1995
226829,Godehard,Gihr,Senior Staff,8/3/1999
226846,Ortrud,Carrere,Senior Engineer,8/24/1996
226853,Wuxu,Bail,Engineer,8/24/2001
226878,Abdulah,Furedi,Staff,9/9/1997
226884,Adam,Fortenbacher,Assistant Engineer,5/19/1997
226886,Divine,Bojadziev,Engineer,7/27/1995
226896,Yurij,Akaboshi,Senior Staff,3/25/1987
226899,Shigehito,Syrotiuk,Senior Engineer,12/14/1985
226905,Koldo,Barreiro,Senior Staff,8/21/1993
226910,Kristen,Rosay,Senior Staff,11/15/1992
226919,Adamantios,Rehfuss,Senior Staff,9/19/1986
226932,Gen,Bridgland,Senior Staff,11/20/1993
226942,Satoru,Rattan,Technique Leader,7/22/1986
226954,Shushma,Pietrzykowski,Engineer,10/16/1999
226987,Arif,Delgrossi,Engineer,4/25/2002
226991,Maha,Schreiter,Senior Staff,6/7/1991
226993,Thanasis,Peot,Engineer,1/6/1996
227015,Rance,Trogemann,Senior Engineer,4/27/1988
227042,Gay,Templeman,Technique Leader,12/21/1999
227048,Arco,Cincotta,Engineer,7/14/1997
227059,Supot,Benzmuller,Senior Engineer,12/23/1997
227069,Shigeichiro,Marshall,Senior Engineer,2/26/1985
227116,Steve,Teitelbaum,Senior Staff,6/28/1997
227134,Mohamadou,Nollmann,Senior Staff,5/20/1993
227144,Anneli,Beeson,Assistant Engineer,10/2/1996
227157,Perla,Swab,Senior Engineer,7/20/1999
227185,Lillian,Syang,Senior Engineer,1/14/2002
227205,Leon,Demizu,Senior Engineer,1/2/1989
227212,Premsyl,Hartvigsen,Senior Staff,2/24/1990
227235,Boutros,Zykh,Staff,10/28/1996
227239,Krisda,Showalter,Senior Staff,9/19/1990
227249,Hideyuki,Erni,Senior Staff,2/20/1993
227250,Sadegh,Kusakabe,Engineer,8/24/1999
227271,Yechiam,Osgood,Senior Staff,7/12/1997
227276,Nobuyoshi,Zultner,Senior Staff,6/14/1985
227277,Pragnesh,Buescher,Senior Engineer,12/29/1988
227296,Oscal,Christ,Senior Engineer,5/12/1995
227299,Kellyn,Millington,Senior Engineer,6/18/1988
227303,Rosalie,Mondadori,Senior Staff,11/17/1992
227318,Claude,Benantar,Senior Staff,8/11/1996
227324,Arve,Cooley,Senior Staff,7/27/1990
227333,Urs,Swist,Senior Engineer,6/25/1993
227358,Rafols,Muhling,Senior Engineer,10/19/1994
227361,Kazuhito,Servieres,Senior Staff,12/25/1992
227388,Arif,Krychniak,Senior Engineer,3/11/1994
227394,Vishu,Georgakopoulos,Senior Engineer,3/24/1996
227399,Gregory,Champarnaud,Senior Staff,10/18/2001
227409,Jianhao,Ullian,Technique Leader,4/26/1989
227416,Ferdinand,Hebert,Senior Engineer,8/24/1992
227423,Arunas,Baby,Senior Engineer,10/8/1993
227448,Steve,Puppo,Engineer,2/20/1999
227456,Mark,Bach,Senior Staff,4/1/2001
227457,Zeydy,Silva,Senior Engineer,11/24/1997
227459,Younwoo,Schmiedel,Senior Staff,11/2/1992
227463,Zorica,Tsunoo,Engineer,11/11/1999
227465,Bartek,Ducloy,Senior Staff,5/3/1994
227471,Djenana,Cannane,Senior Staff,3/22/1998
227473,Feixiong,Olivero,Senior Staff,11/26/1989
227475,Kendra,Danner,Senior Engineer,4/12/1993
227478,Collette,Crouzet,Senior Staff,7/30/1985
227487,Bodo,Nishimukai,Senior Engineer,6/7/1995
227488,Takahito,Jarecki,Senior Staff,3/31/1992
227501,Angus,Biron,Senior Engineer,4/15/1991
227517,Aria,Rathonyi,Staff,7/26/1996
227518,Masoud,Dichev,Technique Leader,9/22/1985
227530,Gilbert,Krichel,Senior Engineer,5/26/1992
227531,Pranay,Varker,Senior Engineer,6/3/1993
227553,Trygve,Schwartzbauer,Senior Staff,8/28/1985
227554,Akemi,Borstler,Senior Engineer,4/19/1996
227563,Peternela,Yamaashi,Staff,9/5/1997
227578,Randy,Alpay,Senior Engineer,6/3/1996
227586,Neelam,Munawer,Senior Staff,8/4/1986
227591,Byong,Genin,Senior Staff,11/6/1994
227592,Mingsen,Karnin,Staff,1/2/1998
227593,Hugo,Leuchs,Senior Engineer,10/3/2000
227595,Gaetan,Kragelund,Senior Engineer,3/1/1996
227608,Christ,Stentiford,Senior Staff,7/7/1995
227650,Takanari,Juneja,Senior Staff,4/12/1995
227662,Gou,Preusig,Senior Staff,3/14/1991
227676,Sakthirel,Ruemmler,Senior Staff,5/24/1991
227684,Denis,Kusakabe,Senior Staff,8/5/1987
227689,Dannz,Seuren,Senior Staff,6/6/1993
227694,Paloma,Chandrasekhar,Senior Staff,6/26/1991
227695,Saeed,DasSarma,Staff,2/17/1999
227696,Moty,Portugali,Senior Engineer,8/30/1997
227698,Genevieve,Majewski,Senior Engineer,4/19/1995
227701,Frederique,Brizzi,Technique Leader,12/3/1986
227710,Stamatina,Douceur,Senior Engineer,1/21/1993
227714,Luigi,Peternell,Staff,2/4/1999
227726,Alejandro,Trystram,Senior Staff,9/30/1985
227741,Behnaam,Kobuchi,Staff,6/30/1998
227752,Xinglin,Birch,Senior Staff,3/12/1993
227772,Waiman,Michaels,Technique Leader,3/5/1996
227777,Ingmar,Ibel,Senior Engineer,7/18/2000
227781,Aleksander,Ramras,Senior Staff,6/8/2000
227783,Xiping,Constantine,Senior Staff,1/20/2001
227792,Woody,Ponthieu,Senior Staff,10/2/1994
227801,Valery,Brobst,Engineer,6/5/2001
227808,Xiaoheng,Babb,Senior Staff,6/28/1992
227819,Luerbio,Lichtner,Engineer,6/16/1996
227834,Urs,Cardazo,Senior Staff,11/29/2000
227850,Visit,Andreotta,Senior Engineer,2/20/1988
227854,Zvonko,Ibel,Senior Staff,3/30/1986
227864,Tuval,Soicher,Staff,9/18/1996
227868,Ute,Hardjono,Senior Engineer,5/1/1992
227877,Leszek,Tsukune,Staff,5/31/1998
227885,Tesuya,Cheshire,Senior Engineer,9/11/1990
227889,Dipayan,Monarch,Senior Engineer,12/29/1998
227892,George,Stille,Senior Staff,7/5/2001
227894,Lijia,Kulisch,Engineer,6/10/1998
227907,Bogdan,Camurati,Senior Engineer,12/27/2000
227908,Shih,Denti,Senior Engineer,11/14/1994
227910,Saniya,Alencar,Staff,6/4/1997
227913,Ingemar,Scallan,Engineer,9/1/1998
227925,Ulises,Sgarro,Senior Staff,9/11/1993
227938,Uzi,Schaaf,Senior Staff,11/16/1998
227943,Sushant,Przulj,Senior Engineer,9/7/1998
227958,Shichao,Hennebert,Senior Staff,7/15/1996
227969,Falguni,Mandell,Staff,10/19/1999
227973,Tomofumi,Tyugu,Senior Staff,12/16/1992
228008,Guozhong,Melski,Senior Engineer,8/14/1993
228018,Minghong,Beerel,Senior Staff,2/26/1985
228023,Hidefumi,Denna,Engineer,12/22/1995
228025,Yuguang,Papastamatiou,Technique Leader,4/20/1991
228051,Yuguang,Viele,Technique Leader,12/18/1988
228065,Mariusz,McFarlan,Senior Staff,9/7/1996
228071,Taegyun,Laurillard,Senior Staff,11/2/1996
228095,DAIDA,Suppi,Senior Engineer,5/7/1987
228122,Sugwoo,Kaltofen,Engineer,10/26/1999
228130,Eben,Woycyznski,Senior Engineer,7/23/1993
228142,Vojin,Talmor,Senior Staff,3/30/1993
228146,Navin,Rande,Senior Staff,7/29/1995
228152,Sailaja,Lung,Senior Staff,2/27/1997
228163,Ortrud,Kossowski,Senior Engineer,7/3/1998
228200,Chinhyun,Teitelbaum,Senior Engineer,12/11/1992
228223,Pranav,Hatcliff,Senior Staff,1/6/1995
228227,Werner,Wendorf,Senior Staff,1/15/1994
228233,Francesca,Serov,Technique Leader,7/13/1986
228237,Chanjung,Vakili,Senior Engineer,5/2/1993
228246,Bartek,Aloisi,Senior Staff,8/21/1996
228258,Suzette,Giaccio,Engineer,2/11/1998
228269,Aluzio,Varman,Senior Staff,8/7/1995
228278,Sungwon,Douceur,Senior Staff,1/6/1999
228284,Along,Ressouche,Senior Engineer,9/13/1997
228285,Weiwu,Pollock,Senior Engineer,4/21/2002
228307,Munir,Belinskaya,Senior Staff,12/27/1990
228320,Wonhee,Murrill,Senior Staff,3/12/2000
228331,Wilmer,Poehlman,Senior Engineer,1/14/1994
228337,Yechezkel,Jeansoulin,Staff,5/18/1998
228357,Sarita,Brookner,Senior Engineer,4/14/1993
228358,Goetz,Molenaar,Senior Engineer,6/3/1985
228368,Mario,Remmers,Senior Engineer,10/21/1991
228374,Shahaf,McClurg,Senior Staff,4/6/1993
228411,Khaled,Hofstetter,Senior Staff,8/29/1999
228427,Fumitaka,Rothenberg,Senior Engineer,2/18/2000
228429,Atreye,Emmerich,Senior Engineer,10/15/1999
228436,Vugranam,Baja,Senior Engineer,11/12/1986
228449,Pascal,Kushnir,Staff,9/29/1996
228456,Zengping,Deville,Technique Leader,6/26/1991
228472,Chirstian,Magalhaes,Senior Engineer,2/1/1998
228480,Marc,Gornas,Senior Staff,3/23/1995
228500,Martial,Fontet,Senior Staff,4/29/1990
228507,Zine,VanScheik,Senior Engineer,11/5/1997
228517,Huei,Leaver,Staff,12/24/1998
228519,Lihong,Porotnikoff,Senior Engineer,7/21/1997
228524,Erzsebet,Androutsos,Senior Engineer,6/7/2002
228542,Mack,Quadeer,Staff,6/24/1999
228544,Halsur,Legleitner,Senior Staff,2/21/1995
228546,Matk,Chiodo,Senior Staff,8/25/1997
228557,Sanjay,Griswold,Senior Staff,6/10/1999
228563,Paloma,Baer,Senior Engineer,3/6/1986
228564,Mohammad,Yoshimura,Senior Staff,7/31/1992
228576,Owen,Motley,Senior Staff,3/29/1999
228578,JoAnne,Talmon,Senior Engineer,10/16/1990
228587,Katsuo,Basagni,Senior Staff,11/28/1999
228591,Tristan,Petereit,Senior Staff,1/22/1996
228610,Tomokazu,Llado,Senior Engineer,3/12/1992
228636,Paloma,Munck,Senior Engineer,12/4/1993
228654,Sudharsan,Chachaty,Senior Staff,1/13/2000
228655,Jiong,Blokdijk,Senior Staff,5/5/2002
228660,Charmane,Zaiane,Senior Engineer,8/28/1999
228666,Franziska,Conde,Engineer,12/12/1997
228672,Goetz,Pulkowski,Senior Staff,12/17/1993
228683,Girolamo,Coombs,Senior Staff,8/18/1993
228685,Peer,Zolotykh,Senior Staff,3/4/2002
228691,Ortrud,Paciorek,Senior Engineer,5/31/1991
228693,Hideo,Kakkad,Senior Engineer,2/19/2000
228716,Sukumar,Rajcani,Senior Engineer,3/14/1999
228725,Edwin,Navazio,Senior Engineer,2/12/1988
228755,Kazuhira,Angot,Senior Engineer,1/10/1995
228757,Kazuhiko,Lanteri,Senior Engineer,4/10/1998
228758,Aksel,Thummel,Senior Engineer,8/25/1996
228774,Xinan,Klyachko,Senior Engineer,2/5/1995
228778,Yoshinari,Rettelbach,Senior Staff,8/31/1995
228790,Djenana,Felder,Senior Engineer,6/27/1995
228823,Mayuko,Gimbel,Engineer,5/11/1999
228829,Guiseppe,Lagarias,Senior Engineer,9/2/2000
228853,Mayumi,Basawa,Engineer,11/4/1999
228858,Barton,Emmerich,Senior Engineer,11/27/1990
228861,KayLiang,Siksek,Senior Staff,4/19/1997
228889,Mircea,Frolund,Senior Engineer,5/17/1992
228895,Ugo,Fontan,Staff,7/9/1999
228928,Yahiko,Panwar,Senior Staff,9/22/1996
228929,Pascal,Borovoy,Senior Engineer,10/15/1993
228944,Tzu,Hmelo,Senior Engineer,10/23/1992
228960,Eberhardt,Halevi,Staff,2/4/1999
228961,Xiaoshan,Poupard,Senior Engineer,10/15/1996
228972,Amalendu,Heiserman,Senior Engineer,7/18/1994
228973,Cheong,Nations,Senior Engineer,10/21/2001
228982,Alagu,Ramsak,Senior Staff,4/3/1990
228990,Arup,Reeken,Senior Engineer,10/9/2000
228993,Kristine,Marrevee,Senior Engineer,11/25/1996
228999,Fen,Birsak,Engineer,8/13/1997
229024,Holgard,Rajaraman,Senior Staff,1/29/1993
229028,Rasiah,Whittlesey,Engineer,9/4/1998
229046,Fabrizio,Denti,Senior Staff,10/18/1997
229049,Alois,Denis,Senior Engineer,7/25/1999
229058,Barry,Zykh,Senior Staff,1/6/2001
229061,Chinhyun,Lorho,Senior Staff,2/12/2000
229069,Lucian,Crelier,Senior Engineer,10/27/1995
229070,Takushi,Cairo,Engineer,7/29/1999
229088,Kasidit,Servieres,Senior Engineer,1/11/2000
229092,Fumiya,Morrin,Engineer,7/10/1998
229111,Satoru,Schiper,Senior Engineer,10/20/1989
229122,Masasuke,Lichtner,Senior Staff,9/22/1988
229126,Leszek,Kolvik,Senior Staff,5/4/1998
229137,Susanta,Prenel,Technique Leader,5/28/1986
229147,Eberhardt,Birke,Senior Staff,8/29/1996
229155,Gino,Glowinski,Staff,1/23/1999
229163,Susuma,Wroclawski,Senior Staff,3/11/1993
229164,Lena,Papastamatiou,Senior Engineer,9/22/1989
229182,Georg,Bail,Technique Leader,4/5/1988
229196,Shin,Gewali,Senior Staff,5/14/1996
229208,Patricio,Christianini,Senior Staff,5/5/1987
229216,Becky,Muniz,Senior Staff,12/30/1994
229225,Clyde,McClure,Senior Engineer,6/3/1997
229231,Oscar,Toyoshima,Senior Engineer,5/4/1999
229240,Sachar,Kugler,Senior Engineer,12/21/1988
229249,Debatosh,Sgarro,Senior Engineer,7/16/1999
229255,George,Nannarelli,Senior Engineer,5/29/1998
229259,Georgi,Narahari,Senior Engineer,7/23/1991
229266,Cathie,Munck,Senior Engineer,1/25/2000
229271,Kiyokazu,Schapiro,Senior Staff,9/7/1995
229281,Hitomi,Solovay,Senior Engineer,1/26/1996
229307,Padma,Peroz,Senior Engineer,2/10/1994
229317,Fumiya,Wegerle,Senior Engineer,6/5/1991
229335,Hilary,Chinin,Senior Engineer,10/23/1995
229340,Gor,Gadepally,Senior Engineer,1/7/1986
229347,Sedat,Hiltgen,Engineer,4/29/1999
229367,Oscar,Katzenelson,Senior Staff,3/14/1991
229368,Chuanti,Marrevee,Senior Staff,2/1/1999
229377,Herb,Slutz,Senior Engineer,4/19/1996
229385,Kwangjo,Guardalben,Staff,1/17/1995
229415,Abdelghani,Ibel,Senior Engineer,3/2/1992
229418,Uri,Sanella,Senior Engineer,5/2/1985
229423,Stafford,Murtafg,Senior Staff,5/7/1991
229435,Arnd,Kading,Senior Engineer,7/2/1994
229443,Mohammad,Hedayat,Senior Engineer,12/23/1995
229444,Zeljko,Rijsenbrij,Senior Staff,1/25/1993
229446,Kazuhiko,Gadepally,Senior Engineer,11/15/1996
229449,Poornachandra,Valtorta,Engineer,10/19/1997
229450,Debatosh,Tramer,Technique Leader,6/1/1987
229461,Berto,Raczkowsky,Senior Staff,6/2/2002
229466,Monique,Schaft,Senior Engineer,7/18/2001
229469,Rosalie,Terkki,Senior Engineer,11/29/1995
229470,Teunis,Bala,Senior Staff,8/27/1988
229477,Barry,Kusakari,Senior Staff,2/19/1994
229480,Franziska,Passafiume,Engineer,10/12/1994
229481,Shimshon,Conti,Senior Staff,4/13/1991
229487,Siamak,Keirsey,Senior Engineer,12/21/1997
229513,Trygve,Lienhardt,Technique Leader,10/15/1989
229516,Susanta,Gischer,Senior Engineer,9/13/1994
229539,Torsten,Kawashima,Senior Staff,4/28/1993
229541,Maya,Rosenbaum,Senior Staff,8/23/1991
229549,Ekawit,DasSarma,Engineer,12/13/1997
229552,Utpal,Shackel,Senior Staff,1/26/1995
229569,Kannan,Merel,Senior Engineer,12/13/2001
229571,Masanao,Pappas,Senior Engineer,7/13/1996
229578,Bernt,Ariola,Senior Staff,7/15/1988
229579,Reinhard,Aumann,Senior Engineer,2/7/1996
229587,Leucio,Zucker,Senior Engineer,5/28/1994
229612,Chuanti,Vidal,Senior Engineer,2/14/1988
229620,Arun,Shackell,Senior Staff,2/7/1991
229627,Samphel,Uehara,Senior Staff,4/16/2001
229649,DAIDA,Montresor,Senior Engineer,5/29/2002
229686,Leni,Piazza,Technique Leader,2/22/1986
229701,Xinglin,Nollmann,Senior Engineer,5/13/1994
229717,Sivanarayana,Baig,Senior Staff,7/5/1993
229740,Chrisa,Walston,Senior Engineer,6/8/1992
229742,Aran,Lundstrom,Engineer,5/3/1996
229745,Mohd,Ventosa,Senior Engineer,3/28/1999
229761,Amalendu,Garnham,Senior Staff,12/23/1995
229779,Mahmut,Kohling,Senior Staff,6/26/1987
229798,Patricio,Soicher,Senior Engineer,3/6/1997
229810,Katsuo,Attimonelli,Senior Engineer,11/10/1995
229815,Atreyi,Tsukune,Senior Engineer,11/21/1992
229819,Zhenbing,Delgrande,Technique Leader,9/9/1988
229822,Vidya,Basagni,Senior Engineer,10/19/1991
229839,Bojan,Kermarrec,Senior Engineer,10/10/1992
229846,Ibibia,Melton,Senior Engineer,6/10/1999
229853,Mantis,Atchley,Senior Engineer,4/18/1997
229858,Giri,Dulin,Senior Staff,5/24/1993
229860,Ingmar,Sewelson,Senior Staff,7/8/1996
229867,Jasminko,Merkl,Senior Engineer,12/19/1988
229878,Guangming,Asser,Senior Staff,5/29/1992
229903,Hausi,Callaway,Assistant Engineer,4/27/1997
229905,Moss,Trumbly,Senior Engineer,10/15/1992
229911,Ingmar,Jansen,Senior Staff,7/29/1992
229922,Arvin,Condotta,Senior Engineer,4/30/1998
229926,Tomofumi,Sgarro,Senior Staff,5/16/1990
229927,Berto,Valiente,Senior Engineer,10/16/1995
229933,Saniya,Itzfeldt,Senior Engineer,8/12/1995
229937,Huiqun,Butner,Senior Staff,2/2/1994
229949,Alois,Matzov,Senior Staff,6/27/1994
229969,Zine,Walstra,Senior Staff,6/22/1994
229970,Tse,Berendt,Senior Engineer,3/17/2001
229989,Qiwen,Braunschweig,Staff,10/22/1999
229997,Fai,Zwicker,Senior Staff,9/1/1986
230008,Sajjan,Angelopoulos,Senior Staff,2/11/1994
